query_JID,query_title,similar_rank,similar_JID,similarity_score,similar_decision_year,similar_court,similar_title,shared_terms,similar_matched_strong_reduction_terms,similar_json_file,similar_reduction_snippet,similar_delay_snippet
"TPHV,108,建上,20,20210331,1",給付工程款,1,"TPHV,109,建上,7,20230913,2",0.9635,2023,臺灣高等法院民事,給付工程款等,過高;酌減;展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;承攬;驗收;變更設計,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣高等法院民事/TPHV,109,建上,7,20230913,2.json","0日、所裝設之台電高壓用電設備經列為缺失 而未改善、未依約投保為由，分別自應付予伊公司之價款中扣 減逾期違約金8,795,038元、台電高壓用電設備費用633,691元 ，及保險費19,482元。惟系爭工程有應展延工期之情事，故伊 公司實際上並未逾期，被上訴人扣減違約金，自屬無據。又縱 認被上訴人扣罰違約金有理由，其扣罰金額亦屬過高，應酌減 為按日以工程結算總金額千分之0.1，或以總工程款千分之0.5 計算。再伊公司係依照被上訴人提供之原設計圖說採購裝設高 壓用電設備，並經被上訴人查驗通過，被上訴人迄至初驗及驗 收時，始以「高壓用電設備未符合屋内線路裝置規則第401條 之規定」為由，恣意扣款，顯有不當。另系爭工程於103年10 月10日即已施作完成，","「國立臺灣師範 大學圖書館校區文化生活館新建工程」（下稱系爭工程）採購 案，並與被上訴人簽訂契約書（下稱系爭契約），約定契約總 價為新臺幣（下同）43,975,188元，伊公司應於決標次日起14 日內開工，於開工日起360日曆天竣工，嗣系爭工程經驗收結 算，被上訴人於106年3月13日通知伊公司領取結算款項時，竟 以伊公司逾期690日、所裝設之台電高壓用電設備經列為缺失 而未改善、未依約投保為由，分別自應付予伊公司之價款中扣 減逾期違約金8,795,038元、台電高壓用電設備費用633,691元 ，及保險費19,482元。惟系爭工程有應展延工期之情事，故伊 公司實際上並未逾期，被上訴人扣減違約金，自屬無據。又縱 認被上訴人扣罰違約金有理由，其扣罰金額"
"TPHV,108,建上,20,20210331,1",給付工程款,2,"TCDV,110,建,70,20251128,1",0.9586,2025,臺灣臺中地方法院民事,給付承攬報酬等,酌減;展延;工期;逾期;逾期違約金;過高;違約金;遲延;可歸責;承攬;驗收;變更設計,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202511/臺灣臺中地方法院民事/TCDV,110,建,70,20251128,1.json",百分之32【計 算式：（143＋51）/600=0.32】，對於原告之工班、材料、 動線、機具調度均產生巨大影響，惟原告仍戮力配合被告各 項需求，使同時期施工之機電工程能如期、如質發揮使用目 的性，使本件主體工程即淨水廠於汛期前已可投入運作（於 被告認定逾期期間已在運作），請求鈞院斟酌上情，依民法 第252條職權酌減原告之違約金。再者，淨水廠於108年1月1 6日順利通水，可見系爭工程功能已具備，縱有微小部分瑕 疵，應僅屬缺失範疇，不影響系爭工程正常使用，此由另標 機電廠商政東水電工程有限公司（下稱政東公司）施工日誌 亦記載「試車中」，可認應屬政府採購法施行細則第99條及 系爭契約第15條㈧之部分完工而先行使用，,㈡原告願供擔 保請准宣告假執行」（見本院卷一第13頁）。嗣原告於110 年9月27日以民事準備一暨更正聲明狀，就上開請求給付136 1萬6378元部分之利息起算日變更為108年7月25日（見本院 卷一第387頁）。最終於114年8月29日以民事辯論意旨狀聲 明：「㈠被告應給付原告1999萬7629元，及其中（遲延扣款 ）1361萬6378元自108年7月25日起至清償日止，按年息百分 之5計算之法定利息。其中（情事變更管理費）470萬1713元 自起訴狀繕本送達翌日起至清償日止，按年息百分之5計算 之法定利息。其中（情事變更管理費追加差額）167萬9538 元自民事辯論意旨狀繕本送達翌日起至清償日止，按年息百
"TPHV,108,建上,20,20210331,1",給付工程款,3,"TPDV,103,建,430,20220531,1",0.9444,2022,臺灣臺北地方法院民事,給付工程款,酌減;展延;工期;逾期;逾期違約金;違約金;遲延;過高;可歸責;契約變更;承攬;驗收,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202205/臺灣臺北地方法院民事/TPDV,103,建,430,20220531,1.json","經展延後，伊並未逾期，卻遭被告扣逾期違約金。依系爭契 約第3條第2款及第5條第1款第3目、民法第491條第1項、第1 79條規定，請求被告返還所扣逾期違約金2,716萬0,490元。 ⑽退步言，因被告實際上未因遲延而受有損失，被告請求伊賠 償至最高額度違約金即契約總價20％，並非公允。應按民法 第251條、第252條規定予以酌減。系爭發電機工程於約定完 工日即102年6月11日前，累計估驗計價金額達6,621萬4,989 元，在已完成之工作部分，被告並無未受有損害。於計算違 約金金額時，應將此等不受遲延影響之工程部分扣除，即6, 958萬7,463元（1億3,580萬2,452元-6,621萬4,989元＝6,958 萬","下同）1億3,400萬元標得 被告「龍形隧道繞流管工程（緊急發電機含附屬設備及基礎 工程）」（下稱系爭發電機工程），兩造並於100年9月15日 簽訂工程採購契約（下稱系爭契約）。系爭發電機工程於10 0年9月21日開工，並於103年6月20日竣工，然如本判決附表 1「原告主張」所示變更追加之工程費用、不應扣之逾期違 約金、展延工期費用以及遲延給付工程款585萬7,016元之法 定利息迄今仍未獲被告清償，茲分述如後： ⒈變更追加費用2,303萬1,941元： 系爭發電機工程有應變更設計但「完全沒有」辦理變更之漏 項金額1,227萬0,259元（如本判決附表2「原告主張」項次1 至41），以及應辦理設計變更但辦理變更「"
"TPHV,108,建上,20,20210331,1",給付工程款,4,"TPDV,113,建,272,20260409,1",0.9433,2026,臺灣臺北地方法院民事,履行契約等,過高;展延;工期;逾期;違約金;酌減;逾期違約金;遲延;可歸責;承攬;驗收;契約變更,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202604/臺灣臺北地方法院民事/TPDV,113,建,272,20260409,1.json",入瑕疵擔保階段，原告主張伊迄今仍未完工，與事實不符。 再系爭契約第16條第1項約定之遲延違約金並未明定係懲罰 性違約金，依民法第250條規定應視為損害賠償總額預定性 違約金，原告除請求違約金外，其另請求租金損失、工程瑕 疵損害顯屬重複請求；若認伊應負遲延違約之責，系爭契約 第16條第1項約定之違約金亦屬過高，請求依法予以酌減。 另原告提出之租賃契約承租人係惟美雅生物科技股份有限公 司（下稱惟美雅公司），並非原告，則惟美雅公司是否額外 支出租金，應與原告無涉，且該租約之租賃期間為107年1月 1日至111年12月31日，原告雖於111年3月10日完全搬離舊止 ，然惟美雅公司並未延長租約，原告亦於111年2月18日,"者 ，不得提起，民事訴訟法第259條、第260條第1項分別定有 明文。而所謂反訴之標的與本訴之標的及其防禦方法有牽連 關係者，乃指反訴標的之法律關係與本訴標的之法律關係兩 者之間，或反訴標的之法律關係與本訴被告作為防禦方法所 主張之法律關係兩者之間，有牽連關係而言。查原告以被告 承攬其室內裝修工程有遲延完工、工作有瑕疵，致其受有損 害等為由，依系爭契約第16條第1項、第10條第1款約定及民 法第227條第2項、第493條規定，起訴請求被告給付違約金 、租金損失及瑕疵修補費用等共計新臺幣（下同）127萬7,5 99.8元及遲延利息，被告則以原告未付工程尾款、變更追加 款及實報實銷差額等共計184萬4,216元"
"TPHV,108,建上,20,20210331,1",給付工程款,5,"TPDV,109,建,151,20221031,2",0.9425,2022,臺灣臺北地方法院民事,給付工程款等,酌減;展延;工期;逾期;逾期違約金;違約金;遲延;承攬;過高;驗收;變更設計;可歸責,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202210/臺灣臺北地方法院民事/TPDV,109,建,151,20221031,2.json",（下稱工程會）受理爭議調解案後提出調解建議並以調0000 000號成立調解（下稱系爭調解），兩造同意被告給付原告4 862萬2655元，並展延工期58日曆天。惟在上開成立調解範 圍外，被告尚應給付「因一例一休修法而應展延工期4天所 增生之管理費」、「因法定工時縮減而應展延工期13天所增 生之管理費」、「酌減逾期違約金」、「給付營業稅款」、 「契約允許超挖50公分範圍之實做數量計價工程款」、「因 展延工期期間所增生迴淤量之浚挖工程款」，合計1億6880 萬3322元，茲分述如下： ⒈「因一例一休修法而應展延工期4天所增生之管理費」8萬346 3元： 兩造依系爭調解同意工程會建議核予之展延工期58日曆天，,20日具狀聲明承受訴訟（見本院卷一第557-563頁），經核 與上開規定相符，應予准許。 貳、實體方面： 一、原告主張： ㈠兩造於104年3月3日簽訂「臺北港航道迴船池水域加深工程- 後續工程」（下稱系爭工程）之工程契約（下稱系爭契約） ，由原告向被告承攬系爭工程，契約總價為新臺幣（下同） 4億5070萬元，工期為540日曆天。原告自104年3月3日開工 ，至106年8月26日竣工，經被告於106年10月13日驗收完成 。兩造於履約過程中，就「浚挖內含物之實作數量計價及展 延工期事由與天數」等發生爭議，經行政院公共工程委員會 （下稱工程會）受理爭議調解案後提出調解建議並以調0000 000號成立調解（下稱系爭調解），
"TCHV,108,建上,22,20210421,1",給付工程款等,1,"ULDV,113,建,3,20250620,2",0.9558,2025,臺灣雲林地方法院民事,給付工程款,過高;酌減;展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;工程款;變更設計;驗收,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣雲林地方法院民事/ULDV,113,建,3,20250620,2.json","事 由，卻將增加及延誤工期之不利益歸由原告承擔，顯非公平 ，被告就原告之處罰實屬不當，自應依民法不當得利之規定 返還原告違約金罰款551萬5,288元。退而言之，被告依系爭 契約第17條第4項之約定，以契約價金20％為上限處以原告逾 期違約金以551萬5,288元，顯非合理，違反比例原則，請鈞 院依民法第252條之規定予以酌減。 ㈧就被告主張營造保險逾期40天應予扣罰1,893元一節，原告不 爭執。 ㈨就被告扣留水電申請之款項9萬4,750元部分，原告不同意， 蓋因水電申請必須待被告取得使用執照始得辦理，且被告取 得使用執照後，原告便已完成正式水電之申請，被告卻仍扣 留此款項，並非有理。 ㈩並聲明：被告應給付原告6","契約書（下稱系爭契約），契約總價新臺幣（下同）2,34 0萬元，依系爭契約第7條約定原告應於機關通知日起10日開 工，履約期限280日曆天。 ㈡被告於107年5月18日通知開工，原告於107年5月23日申報開 工，於109年7月10日申報竣工，工程期間歷經三次變更設計 ，實際履約總天數780日曆天，但如附表所載不計工期及可 展延工期668天，原告實際並未逾期完工（詳後述），故被 告有下述款項尚未給付： ⒈未付工程款561萬8,151元： 被告於110年1月5日驗收（複驗）合格，並以110年2月4日麥 鄉工字第1100002415號函通知同意驗收合格，依系爭契約第 5條第1項第3款約定，驗收合格後，機關於接到廠商提出請"
"TCHV,108,建上,22,20210421,1",給付工程款等,2,"TPHV,107,建上,38,20230221,1",0.9551,2023,臺灣高等法院民事,給付違約金等,展延;工期;逾期;逾期違約金;違約金;遲延;酌減;過高;可歸責;工程款;變更設計;完工期限,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202302/臺灣高等法院民事/TPHV,107,建上,38,20230221,1.json",",887）。 ㈤、有關附表一編號5違約金部分：伊施作工項雖與規定不符，然 對於系爭工程並無重大影響，減價收受即以為足，實無必要 扣罰伊按減價金額2倍計算之懲罰性違約金。又系爭契約第4 條第1項違約金之性質應為損害賠償總額預定，陽明交大辦 理減價收受並未受有損害，扣罰伊2倍懲罰性違約金顯失公 平。原審雖予以酌減50%即81萬5,216元，仍屬過高等語，資 為抗辯。 乙、反訴及追加部分： 一、豪昱等2公司主張：系爭工程經2次變更設計後總價為1億8,8 54萬8,712元，扣除伊已請領之工程款後，陽明交大尚應給 付伊如附表二編號1所示工程尾款2,529萬1,030元。又依第 一次鑑定報告結論，施工期間有多項不可歸責於伊之事由","按於第二審為訴之變更或追加，非經他造同意，不得為之， 但擴張或減縮應受判決事項之聲明者，不在此限，民事訴訟 法第446條第1項、第255條第1項第3款定有明文。查上訴人 豪昱營造股份有限公司、互立機電工程股份有限公司（下分 稱豪昱公司、互立公司，合稱豪昱等2公司）於原審提起反 訴，請求陽明交大給付尚欠工程款及展延期間工程管理費等 新臺幣（下同）2,346萬7,384元本息，惟嗣於本院復就其反 訴請求金額為追加，而請求陽明交大應給付豪昱等2公司2,9 26萬0,770元，及其中2,346萬7,384元自106年5月9日起，其 餘579萬3,386元自109年3月3日起，均至清償日止，按年息5 %計算之利息（見本院卷二7"
"TCHV,108,建上,22,20210421,1",給付工程款等,3,"TPHV,108,建上,80,20210519,3",0.9528,2021,臺灣高等法院民事,給付工程款,過高;完工期限;展延;工期;逾期;違約金;遲延;酌減;逾期違約金;可歸責;變更設計;工程款,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202105/臺灣高等法院民事/TPHV,108,建上,80,20210519,3.json","前 開逾期扣款，而前開扣款並非有理，上訴人國防部政治作戰 局就該部分難認已經給付工程款，備位聲明依系爭契約第9 條約定，請求上訴人國防部政治作戰局給付該數額工程款。 又縱認被上訴人逾期完工，惟於102年1 月11日已完成至少9 8.47 ％，上訴人國防部政治作戰局仍依契約總價計罰逾期違 約金，顯然過高，應依民法第252 條規定酌減違約金。另就 展延工期151 天，依同法第491 條、第227 條之2 情事變更 原則，請求上訴人國防部政治作戰局給付展延工期期間與時 間成本關聯之費用400 萬5,426 元，即依比例法按契約總價 2.5 ％計算，每日費用為2 萬6,526 元（計算式：26,526元× 151","包之「台北市樂群新村新建工程」（下稱系爭工程）， 由坤福公司擔任代表廠商，雙方於98年12月8 日簽訂台北市 「樂群新村」新建工程契約（下稱系爭契約），契約總價為 新臺幣（下同）10億0,800 萬元（含稅）。嗣上訴人國防部 政治作戰局同意，將系爭工程之電梯廠商立穩公司更換為奧 的斯公司。系爭契約第8 條約定工期為開工次日起950 日曆 天完工，該工程於99年4 月16日開工，預定完工日為101 年 11月30日，然被上訴人實際完工日為102 年4 月30日。履約 過程中，上訴人國防部政治作戰局因遭遇颱風、選舉等因素 ，同意展延或不計工期14天；因第二次變更設計，同意展延 工期28天；因公共排水溝變更設計，台電電箱、"
"TCHV,108,建上,22,20210421,1",給付工程款等,4,"TPHV,109,建上,85,20250422,1",0.9464,2025,臺灣高等法院民事,給付工程款,展延;工期;逾期;逾期違約金;過高;違約金;遲延;酌減;可歸責;完工期限;驗收;變更設計,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣高等法院民事/TPHV,109,建上,85,20250422,1.json","天為由，依 系爭契約第17條第1項約定對伊有逾期違約金債權新臺幣（ 下同）1億5,149萬8,826元，於108年6月17日逕自應給付伊 之工程款扣抵，並開立繳款書收據予伊。然系爭工程施工期 間有如附表一所示不可歸責於伊之展延或免計工期事由，伊 並無逾期。又縱認伊之履約仍有遲延，然違約金之約定顯屬 過高，應予酌減，其得一部請求被上訴人返還伊不當扣款1 億4,679萬2,515元。爰依民法第179條前段及系爭契約規定 ，求為判命被上訴人給付1億4,679萬2,515元，及自108年6 月18日起至清償日止，按年息5%計算之利息等語。 二、被上訴人則以：上訴人雖於106年8月18日申報竣工，然因其 施作瑕疵甚多如附表二",日曆天須先 完成初步沉澱池、生物處理池及二次沉澱池於標單總表中大 地工程、結構工程之工作項目，開工日起600日曆天內完成 全部工程，且國定假日、民俗節日、全國性選舉投票日及各 級主管機關臨時公布放假、星期日等均免計履約期日。伊依 約於103年10月11日申報開工，原定竣工日為105年9月30日 ，施工期間因被上訴人已核定展延工期69天，故預定竣工日 展延至106年2月2日。嗣伊於106年8月18日申報竣工，並經 被上訴人確認在案，於同年9月18日辦理初驗，於108年3月1 5日驗收合格。惟被上訴人以系爭工程施工及初驗、部分驗 收、驗收（合稱系爭驗收）之逾期日數超過200天為由，依 系爭契約第17條第1項約定
"TCHV,108,建上,22,20210421,1",給付工程款等,5,"TPHV,109,建上,50,20230117,1",0.9343,2023,臺灣高等法院民事,給付工程款,過高;展延;工期;逾期;逾期違約金;違約金;遲延;酌減;可歸責;工程款;完工期限;驗收,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202301/臺灣高等法院民事/TPHV,109,建上,50,20230117,1.json",初驗後尚應進行複驗程序，複驗後還有交屋予 客戶之正驗（正式驗收）程序，階段不同，上訴人以其交屋 予買受人之日作為被上訴人初驗缺失改善完畢之日，亦有可 議，礙難採信，從而上訴人主張被上訴人遲誤15B初驗缺失 改善期間，應計逾期罰款7421萬5680元，為無理由。 ㈧被上訴人辯稱前揭逾期罰款（逾期違約金）約定金額過高， 應予酌減，是否有理？金額應為若干？ ⒈按約定之違約金過高者，法院得減至相當之數額，民法第252 條定有明文，此項核減，法院得以職權為之，亦得由債務人 訴請法院核減，且不論懲罰性違約金或損害賠償額預定性違 約金均有適用。至於當事人約定之違約金是否過高，須依一 般客觀事實，社會經濟狀況，當事人所受損害情形,168萬元。伊已施作完畢，並經新北市政府工務局於106年9 月15日核發使用執照，暨依上訴人指示辦理驗收、缺失改善 及交屋等程序完畢，詎上訴人竟未依約給付系爭主工程款32 70萬4395元，爰依系爭契約第6條約定及民法第490條、第50 5條等規定，請求上訴人如數給付。又伊施作過程中，兩造 已合意展延工期82日（其中包含自104年5月3日起至105年10 月31日期間之星期日均不計工期而展延），且因上訴人委託 之建築師設計有誤，致1樓開放空間之景觀植栽區域與消防 救災空間圖面重疊（衝突），有另行展延工期16日之必要， 再自105年11月1日至106年10月29日之星期日計49日亦應不 計工期而展延，則計入上開
"TCDV,109,建,95,20210415,1",給付工程款,1,"TNHV,110,建上,18,20251226,1",0.9727,2025,臺灣高等法院臺南分院民事,給付工程款,過高;酌減;展延;工期;逾期;逾期違約金;違約金;遲延;契約變更;驗收;公共工程;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202512/臺灣高等法院臺南分院民事/TNHV,110,建上,18,20251226,1.json","份有限公司00230工程採購投標須知（下稱工程採購投標須 知）第5條第㈢款、99年12月29日採購契約要項（下稱採購契 約要項）第48點第㈡款之規定，縱使上訴人有逾分期之進度 ，但未逾最後竣工期限，被上訴人應將已收取之違約金共計 2,318萬6,007元發還與上訴人。縱認被上訴人得計收逾期違 約金，金額亦屬過高，應予酌減。又系爭契約漏未設計第4 期MH5沉箱擋土牆及第7期#9塔基連接站臨時擋土牆，此部分 上訴人額外支出工程費用為189萬2,337元，被上訴人應予償 還。被上訴人以第4期工程MH5 直井第三節沉箱完成品傾斜 超出標準值為由，為減價收受並扣除驗收罰款及驗收扣款共 45萬1,524元，然第4期工程MH5第","％，則為1億1,637萬1,500元 ），上訴人已於108年1月18日竣工，並於108年6月3日驗收 合格，系爭契約之契約價金歷經3次契約變更、實作實算及 物價指數調整等結算程序後為1億1,593萬0,035元，經扣除 驗收扣款23萬3,791元後，結算總價為1億1,569萬6,244元， 再經嘉南營運處扣除逾期違約金2,318萬6,007 元、其他違 約金105萬0,791元以及結算其他費用後，上訴人實領9,724 萬2,922元。惟系爭工程未逾最後竣工期限，依台灣電力股 份有限公司00230工程採購投標須知（下稱工程採購投標須 知）第5條第㈢款、99年12月29日採購契約要項（下稱採購契 約要項）第48點第㈡款之"
"TCDV,109,建,95,20210415,1",給付工程款,2,"CHDV,111,建,48,20250619,1",0.9432,2025,臺灣彰化地方法院民事,給付工程款,過高;酌減;展延;工期;逾期;逾期違約金;違約金;遲延;公共工程;驗收;契約變更;可歸責,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣彰化地方法院民事/CHDV,111,建,48,20250619,1.json","原告，原告於同年月18日繳費，原告繳納時已逾 工程驗收合格次日起10日。 二、本件爭點： ㈠展延工期部分： 系爭工程除被告已核准展延之日數外，得否再為展延？如可 ，合理之展延日數為何（不含被告已核准展延之日數）？ ㈡原告請求增加工程管理費1,827萬472元之部分，是否有據？ ㈢如展延後仍有逾期的情形，則逾期違約金是否過高？ ㈣被告因認原告逾期繳納「瀝青混凝土挖（刨）除料殘值」款 項計罰遲延違約金4萬5,504元，是否有據？ 肆、本院之判斷： 一、上開兩造不爭執事項，既為兩造所不爭執，且有系爭契約、 彰化縣政府111年6月24日府水工字第1110233258號函、工程 結算驗收證明書（填發日期：111年03月22日）、系爭工程",及理由 壹、原告主張： 一、兩造於民國107年2月1日簽訂「鹿港溪再現計畫－彰化縣鹿港 溪排水護岸及水岸景觀環境營造」工程契約(採購案號：000 -0000000-000-0-0，下稱系爭契約，此工程下稱原契約工程 ），於107年3月1日開工，依系爭契約第8條第1款之約定， 應於開工之次日起720日竣工，亦即原定竣工期限為109年2 月19日。原契約工程於施工期間，因發現基地中埋藏大量廢 棄物以及被告陸續追加新增工作等原因曾辦理4次契約變更 ，致所需工期大幅增加，原告並因此增加巨額施工管理費， 除被告已核定展延之384日外，應再展延361日，本件工期合 理展延後，並未逾期。然原契約及新增抽水站工程（下合稱 系爭工
